2025-11-19 10:27:01 | INFO | __main__ | Streamlit: RAG zinciri init ediliyor.
2025-11-19 10:31:11 | INFO | __main__ | Streamlit: yeni soru alındı.
2025-11-19 10:31:11 | DEBUG | rag_chain | Allowed_sources: ["2019 - Grabb and Smith's Plastic Surgery 8th Edition.pdf", 'Textbook-of-Plastic-and-Reconstructive-Surgery.pdf']
2025-11-19 10:31:11 | DEBUG | rag_chain | Soru Türkçe algılandı, İngilizceye çevriliyor...
2025-11-19 10:31:11 | DEBUG | rag_chain | TR → EN çeviri tamamlandı.
2025-11-19 10:31:11 | DEBUG | rag_chain | RAG için kullanılacak soru (EN): What are the histological characteristics of the elastic cartilage structure of the external ear (auricle), and how does this structure contribute to the mechanical functions of the ear (shape preservation, flexibility, etc.)?
2025-11-19 10:31:11 | DEBUG | rag_chain | FAISS'ten 5 doküman döndü. Max skor (confidence): 0.601
2025-11-19 10:31:12 | DEBUG | rag_chain | Reranker: İlk FAISS sonuç sayısı: 5
2025-11-19 10:31:12 | DEBUG | rag_chain |   1. skor=2.326 (page=280)
2025-11-19 10:31:12 | DEBUG | rag_chain |   2. skor=0.314 (page=279)
2025-11-19 10:31:12 | DEBUG | rag_chain |   3. skor=-3.057 (page=334)
2025-11-19 10:31:12 | DEBUG | rag_chain | allowed_sources filtresi uygulandı. Önce: 3 doküman, sonra: 3 doküman.
2025-11-19 10:31:12 | DEBUG | rag_chain | Reranker sonrası kullanılan doküman sayısı: 3
2025-11-19 10:31:12 | DEBUG | rag_chain | Kaynak sayfalar (0-based index): [279, 280, 334]
2025-11-19 10:31:12 | DEBUG | rag_chain | RAG çalışma modu: pdf_strong, confidence: 0.601
2025-11-19 10:31:12 | DEBUG | rag_chain | Kaynak doküman sayısı: 2
2025-11-19 10:31:12 | DEBUG | rag_chain | Ana LLM cevabı alındı.
2025-11-19 10:31:13 | DEBUG | rag_chain | EN → TR çeviri tamamlandı.
2025-11-19 10:31:14 | DEBUG | rag_chain | Kapanış önerisi üretildi.
2025-11-19 10:31:14 | INFO | __main__ | Streamlit: cevap üretildi. mode=pdf_strong, confidence=0.601, source_count=3, source_docs=2
2025-11-19 10:33:28 | INFO | __main__ | Streamlit: yeni soru alındı.
2025-11-19 10:33:28 | DEBUG | rag_chain | Allowed_sources: ["2019 - Grabb and Smith's Plastic Surgery 8th Edition.pdf"]
2025-11-19 10:33:28 | DEBUG | rag_chain | Soru Türkçe algılandı, İngilizceye çevriliyor...
2025-11-19 10:33:29 | DEBUG | rag_chain | TR → EN çeviri tamamlandı.
2025-11-19 10:33:29 | DEBUG | rag_chain | RAG için kullanılacak soru (EN): What is the effect of the density of elastin fibers within elastic cartilage on the durability of grafts used in ear reconstruction?
2025-11-19 10:33:29 | DEBUG | rag_chain | FAISS'ten 5 doküman döndü. Max skor (confidence): 0.507
2025-11-19 10:33:29 | DEBUG | rag_chain | Reranker: İlk FAISS sonuç sayısı: 5
2025-11-19 10:33:29 | DEBUG | rag_chain |   1. skor=-4.084 (page=292)
2025-11-19 10:33:29 | DEBUG | rag_chain |   2. skor=-4.831 (page=280)
2025-11-19 10:33:29 | DEBUG | rag_chain |   3. skor=-5.801 (page=339)
2025-11-19 10:33:29 | DEBUG | rag_chain | allowed_sources filtresi uygulandı. Önce: 3 doküman, sonra: 1 doküman.
2025-11-19 10:33:29 | DEBUG | rag_chain | Reranker sonrası kullanılan doküman sayısı: 1
2025-11-19 10:33:29 | DEBUG | rag_chain | Kaynak sayfalar (0-based index): [339]
2025-11-19 10:33:29 | DEBUG | rag_chain | RAG çalışma modu: pdf_strong, confidence: 0.507
2025-11-19 10:33:29 | DEBUG | rag_chain | Kaynak doküman sayısı: 1
2025-11-19 10:33:30 | DEBUG | rag_chain | Ana LLM cevabı alındı.
2025-11-19 10:33:30 | DEBUG | rag_chain | EN → TR çeviri tamamlandı.
2025-11-19 10:33:30 | DEBUG | rag_chain | Kapanış önerisi üretildi.
2025-11-19 10:33:30 | INFO | __main__ | Streamlit: cevap üretildi. mode=pdf_strong, confidence=0.507, source_count=1, source_docs=1
2025-11-19 10:34:00 | INFO | __main__ | Streamlit: yeni soru alındı.
2025-11-19 10:34:00 | DEBUG | rag_chain | Allowed_sources: ["2019 - Grabb and Smith's Plastic Surgery 8th Edition.pdf", 'Textbook-of-Plastic-and-Reconstructive-Surgery.pdf']
2025-11-19 10:34:00 | DEBUG | rag_chain | Soru Türkçe algılandı, İngilizceye çevriliyor...
2025-11-19 10:34:01 | DEBUG | rag_chain | TR → EN çeviri tamamlandı.
2025-11-19 10:34:01 | DEBUG | rag_chain | RAG için kullanılacak soru (EN): What is the effect of the density of elastin fibers within elastic cartilage on the durability of grafts used in ear reconstruction?
2025-11-19 10:34:01 | DEBUG | rag_chain | FAISS'ten 5 doküman döndü. Max skor (confidence): 0.507
2025-11-19 10:34:01 | DEBUG | rag_chain | Reranker: İlk FAISS sonuç sayısı: 5
2025-11-19 10:34:01 | DEBUG | rag_chain |   1. skor=-4.084 (page=292)
2025-11-19 10:34:01 | DEBUG | rag_chain |   2. skor=-4.831 (page=280)
2025-11-19 10:34:01 | DEBUG | rag_chain |   3. skor=-5.801 (page=339)
2025-11-19 10:34:01 | DEBUG | rag_chain | allowed_sources filtresi uygulandı. Önce: 3 doküman, sonra: 3 doküman.
2025-11-19 10:34:01 | DEBUG | rag_chain | Reranker sonrası kullanılan doküman sayısı: 3
2025-11-19 10:34:01 | DEBUG | rag_chain | Kaynak sayfalar (0-based index): [280, 292, 339]
2025-11-19 10:34:01 | DEBUG | rag_chain | RAG çalışma modu: pdf_strong, confidence: 0.507
2025-11-19 10:34:01 | DEBUG | rag_chain | Kaynak doküman sayısı: 2
2025-11-19 10:34:01 | DEBUG | rag_chain | Ana LLM cevabı alındı.
2025-11-19 10:34:02 | DEBUG | rag_chain | EN → TR çeviri tamamlandı.
2025-11-19 10:34:02 | DEBUG | rag_chain | Kapanış önerisi üretildi.
2025-11-19 10:34:02 | INFO | __main__ | Streamlit: cevap üretildi. mode=pdf_strong, confidence=0.507, source_count=3, source_docs=2
2025-11-19 10:34:14 | INFO | __main__ | Streamlit: yeni soru alındı.
2025-11-19 10:34:14 | DEBUG | rag_chain | Allowed_sources: ["2019 - Grabb and Smith's Plastic Surgery 8th Edition.pdf", 'Textbook-of-Plastic-and-Reconstructive-Surgery.pdf']
2025-11-19 10:34:14 | DEBUG | rag_chain | Soru Türkçe algılandı, İngilizceye çevriliyor...
2025-11-19 10:34:15 | DEBUG | rag_chain | TR → EN çeviri tamamlandı.
2025-11-19 10:34:15 | DEBUG | rag_chain | RAG için kullanılacak soru (EN): What is the effect of the density of elastin fibers within elastic cartilage on the durability of grafts used in ear reconstruction?
2025-11-19 10:34:15 | DEBUG | rag_chain | FAISS'ten 5 doküman döndü. Max skor (confidence): 0.507
2025-11-19 10:34:15 | DEBUG | rag_chain | Reranker: İlk FAISS sonuç sayısı: 5
2025-11-19 10:34:15 | DEBUG | rag_chain |   1. skor=-4.084 (page=292)
2025-11-19 10:34:15 | DEBUG | rag_chain |   2. skor=-4.831 (page=280)
2025-11-19 10:34:15 | DEBUG | rag_chain |   3. skor=-5.801 (page=339)
2025-11-19 10:34:15 | DEBUG | rag_chain | allowed_sources filtresi uygulandı. Önce: 3 doküman, sonra: 3 doküman.
2025-11-19 10:34:15 | DEBUG | rag_chain | Reranker sonrası kullanılan doküman sayısı: 3
2025-11-19 10:34:15 | DEBUG | rag_chain | Kaynak sayfalar (0-based index): [280, 292, 339]
2025-11-19 10:34:15 | DEBUG | rag_chain | RAG çalışma modu: pdf_strong, confidence: 0.507
2025-11-19 10:34:15 | DEBUG | rag_chain | Kaynak doküman sayısı: 2
2025-11-19 10:34:15 | DEBUG | rag_chain | Ana LLM cevabı alındı.
2025-11-19 10:34:16 | DEBUG | rag_chain | EN → TR çeviri tamamlandı.
2025-11-19 10:34:16 | DEBUG | rag_chain | Kapanış önerisi üretildi.
2025-11-19 10:34:16 | INFO | __main__ | Streamlit: cevap üretildi. mode=pdf_strong, confidence=0.507, source_count=3, source_docs=2
2025-11-19 10:34:46 | INFO | __main__ | Streamlit: yeni soru alındı.
2025-11-19 10:34:46 | DEBUG | rag_chain | Allowed_sources: ["2019 - Grabb and Smith's Plastic Surgery 8th Edition.pdf", 'Textbook-of-Plastic-and-Reconstructive-Surgery.pdf']
2025-11-19 10:34:46 | DEBUG | rag_chain | Soru Türkçe algılandı, İngilizceye çevriliyor...
2025-11-19 10:34:47 | DEBUG | rag_chain | TR → EN çeviri tamamlandı.
2025-11-19 10:34:47 | DEBUG | rag_chain | RAG için kullanılacak soru (EN): What are the histological characteristics of the elastic cartilage structure of the external ear (auricle), and how does this structure contribute to the mechanical functions of the ear (shape preservation, flexibility, etc.)?
2025-11-19 10:34:47 | DEBUG | rag_chain | FAISS'ten 5 doküman döndü. Max skor (confidence): 0.601
2025-11-19 10:34:47 | DEBUG | rag_chain | Reranker: İlk FAISS sonuç sayısı: 5
2025-11-19 10:34:47 | DEBUG | rag_chain |   1. skor=2.326 (page=280)
2025-11-19 10:34:47 | DEBUG | rag_chain |   2. skor=0.314 (page=279)
2025-11-19 10:34:47 | DEBUG | rag_chain |   3. skor=-3.057 (page=334)
2025-11-19 10:34:47 | DEBUG | rag_chain | allowed_sources filtresi uygulandı. Önce: 3 doküman, sonra: 3 doküman.
2025-11-19 10:34:47 | DEBUG | rag_chain | Reranker sonrası kullanılan doküman sayısı: 3
2025-11-19 10:34:47 | DEBUG | rag_chain | Kaynak sayfalar (0-based index): [279, 280, 334]
2025-11-19 10:34:47 | DEBUG | rag_chain | RAG çalışma modu: pdf_strong, confidence: 0.601
2025-11-19 10:34:47 | DEBUG | rag_chain | Kaynak doküman sayısı: 2
2025-11-19 10:34:48 | DEBUG | rag_chain | Ana LLM cevabı alındı.
2025-11-19 10:34:49 | DEBUG | rag_chain | EN → TR çeviri tamamlandı.
2025-11-19 10:34:49 | DEBUG | rag_chain | Kapanış önerisi üretildi.
2025-11-19 10:34:49 | INFO | __main__ | Streamlit: cevap üretildi. mode=pdf_strong, confidence=0.601, source_count=3, source_docs=2
2025-11-19 10:34:57 | INFO | __main__ | Streamlit: yeni soru alındı.
2025-11-19 10:34:57 | DEBUG | rag_chain | Allowed_sources: ['Textbook-of-Plastic-and-Reconstructive-Surgery.pdf']
2025-11-19 10:34:57 | DEBUG | rag_chain | Soru Türkçe algılandı, İngilizceye çevriliyor...
2025-11-19 10:34:57 | DEBUG | rag_chain | TR → EN çeviri tamamlandı.
2025-11-19 10:34:57 | DEBUG | rag_chain | RAG için kullanılacak soru (EN): What are the histological characteristics of the elastic cartilage structure of the external ear (auricle), and how does this structure contribute to the mechanical functions of the ear (shape preservation, flexibility, etc.)?
2025-11-19 10:34:57 | DEBUG | rag_chain | FAISS'ten 5 doküman döndü. Max skor (confidence): 0.601
2025-11-19 10:34:57 | DEBUG | rag_chain | Reranker: İlk FAISS sonuç sayısı: 5
2025-11-19 10:34:57 | DEBUG | rag_chain |   1. skor=2.326 (page=280)
2025-11-19 10:34:57 | DEBUG | rag_chain |   2. skor=0.314 (page=279)
2025-11-19 10:34:57 | DEBUG | rag_chain |   3. skor=-3.057 (page=334)
2025-11-19 10:34:57 | DEBUG | rag_chain | allowed_sources filtresi uygulandı. Önce: 3 doküman, sonra: 2 doküman.
2025-11-19 10:34:57 | DEBUG | rag_chain | Reranker sonrası kullanılan doküman sayısı: 2
2025-11-19 10:34:57 | DEBUG | rag_chain | Kaynak sayfalar (0-based index): [279, 280]
2025-11-19 10:34:57 | DEBUG | rag_chain | RAG çalışma modu: pdf_strong, confidence: 0.601
2025-11-19 10:34:57 | DEBUG | rag_chain | Kaynak doküman sayısı: 1
2025-11-19 10:34:58 | DEBUG | rag_chain | Ana LLM cevabı alındı.
2025-11-19 10:34:59 | DEBUG | rag_chain | EN → TR çeviri tamamlandı.
2025-11-19 10:35:00 | DEBUG | rag_chain | Kapanış önerisi üretildi.
2025-11-19 10:35:00 | INFO | __main__ | Streamlit: cevap üretildi. mode=pdf_strong, confidence=0.601, source_count=2, source_docs=1
2025-11-19 10:35:14 | INFO | __main__ | Streamlit: yeni soru alındı.
2025-11-19 10:35:14 | DEBUG | rag_chain | Allowed_sources: ["2019 - Grabb and Smith's Plastic Surgery 8th Edition.pdf"]
2025-11-19 10:35:14 | DEBUG | rag_chain | Soru Türkçe algılandı, İngilizceye çevriliyor...
2025-11-19 10:35:14 | DEBUG | rag_chain | TR → EN çeviri tamamlandı.
2025-11-19 10:35:14 | DEBUG | rag_chain | RAG için kullanılacak soru (EN): What are the histological characteristics of the elastic cartilage structure of the external ear (auricle), and how does this structure contribute to the mechanical functions of the ear (shape preservation, flexibility, etc.)?
2025-11-19 10:35:14 | DEBUG | rag_chain | FAISS'ten 5 doküman döndü. Max skor (confidence): 0.601
2025-11-19 10:35:14 | DEBUG | rag_chain | Reranker: İlk FAISS sonuç sayısı: 5
2025-11-19 10:35:14 | DEBUG | rag_chain |   1. skor=2.326 (page=280)
2025-11-19 10:35:14 | DEBUG | rag_chain |   2. skor=0.314 (page=279)
2025-11-19 10:35:14 | DEBUG | rag_chain |   3. skor=-3.057 (page=334)
2025-11-19 10:35:14 | DEBUG | rag_chain | allowed_sources filtresi uygulandı. Önce: 3 doküman, sonra: 1 doküman.
2025-11-19 10:35:14 | DEBUG | rag_chain | Reranker sonrası kullanılan doküman sayısı: 1
2025-11-19 10:35:14 | DEBUG | rag_chain | Kaynak sayfalar (0-based index): [334]
2025-11-19 10:35:14 | DEBUG | rag_chain | RAG çalışma modu: pdf_strong, confidence: 0.601
2025-11-19 10:35:14 | DEBUG | rag_chain | Kaynak doküman sayısı: 1
2025-11-19 10:35:16 | DEBUG | rag_chain | Ana LLM cevabı alındı.
2025-11-19 10:35:16 | DEBUG | rag_chain | EN → TR çeviri tamamlandı.
2025-11-19 10:35:16 | DEBUG | rag_chain | Kapanış önerisi üretildi.
2025-11-19 10:35:16 | INFO | __main__ | Streamlit: cevap üretildi. mode=pdf_strong, confidence=0.601, source_count=1, source_docs=1
2025-11-19 14:53:03 | INFO | __main__ | Yeni PDF yüklendi ve kaydedildi: uploaded_pdfs\Textbook-of-Plastic-and-Reconstructive-Surgery.pdf
2025-11-19 14:54:07 | INFO | __main__ | Yeni PDF yüklendi ve kaydedildi: uploaded_pdfs\Textbook-of-Plastic-and-Reconstructive-Surgery.pdf
2025-11-19 14:56:53 | INFO | data_processor | [Veri] PDF yükleniyor: uploaded_pdfs\Textbook-of-Plastic-and-Reconstructive-Surgery.pdf
2025-11-19 14:56:53 | INFO | data_processor | [Veri] PDF yükleniyor: uploaded_pdfs\Textbook-of-Plastic-and-Reconstructive-Surgery.pdf
2025-11-19 14:59:36 | INFO | __main__ | Yeni PDF yüklendi ve kaydedildi: uploaded_pdfs\Textbook-of-Plastic-and-Reconstructive-Surgery.pdf
2025-11-19 14:59:36 | INFO | data_processor | [Veri] PDF yükleniyor: uploaded_pdfs\Textbook-of-Plastic-and-Reconstructive-Surgery.pdf
2025-11-19 14:59:46 | INFO | data_processor | [Veri] Toplam 491 sayfa yüklendi.
2025-11-19 14:59:46 | INFO | data_processor | [Veri] Parçalama sonrası toplam 971 adet doküman parçası oluşturuldu.
2025-11-19 14:59:46 | INFO | data_processor | [İndeks] Yeni FAISS indeksi oluşturuluyor (faiss_index_saglik)...
2025-11-19 15:00:07 | INFO | data_processor | [İndeks] İndeks diske kaydedildi: faiss_index_saglik
2025-11-19 15:00:07 | INFO | data_processor | [İndeks] İndeksleme süresi: 21.10 saniye
2025-11-19 15:00:07 | INFO | rag_chain | RAG zinciri kuruluyor (Model: meta-llama/llama-4-scout-17b-16e-instruct)...
2025-11-19 15:00:09 | INFO | rag_chain | Reranker CrossEncoder modeli yükleniyor: cross-encoder/ms-marco-MiniLM-L-6-v2
2025-11-19 15:00:11 | DEBUG | rag_chain | Türkçe çeviri pipeline aktif. Model: llama-3.1-8b-instant
2025-11-19 15:00:11 | INFO | rag_chain | RAG zinciri başarıyla kuruldu (TR/EN, 3-seviyeli confidence, reranker + sohbet kapanışlı).
2025-11-19 15:00:11 | INFO | __main__ | Yeni dokümanlar indekse eklendi. Toplam yeni parça: 971, available_sources: ['Textbook-of-Plastic-and-Reconstructive-Surgery.pdf']
2025-11-19 15:00:36 | INFO | __main__ | Streamlit: yeni soru alındı.
2025-11-19 15:00:36 | DEBUG | rag_chain | Allowed_sources: ['Textbook-of-Plastic-and-Reconstructive-Surgery.pdf']
2025-11-19 15:00:36 | DEBUG | rag_chain | Soru Türkçe algılandı, İngilizceye çevriliyor...
2025-11-19 15:00:36 | DEBUG | rag_chain | TR → EN çeviri tamamlandı.
2025-11-19 15:00:36 | DEBUG | rag_chain | RAG için kullanılacak soru (EN): What is microvascular reconstruction?
2025-11-19 15:00:36 | DEBUG | rag_chain | FAISS'ten 5 doküman döndü. Max skor (confidence): 0.342
2025-11-19 15:00:37 | DEBUG | rag_chain | Reranker: İlk FAISS sonuç sayısı: 5
2025-11-19 15:00:37 | DEBUG | rag_chain |   1. skor=4.242 (page=235)
2025-11-19 15:00:37 | DEBUG | rag_chain |   2. skor=2.868 (page=235)
2025-11-19 15:00:37 | DEBUG | rag_chain |   3. skor=-1.669 (page=283)
2025-11-19 15:00:37 | DEBUG | rag_chain | allowed_sources filtresi uygulandı. Önce: 3 doküman, sonra: 3 doküman.
2025-11-19 15:00:37 | DEBUG | rag_chain | Reranker sonrası kullanılan doküman sayısı: 3
2025-11-19 15:00:37 | DEBUG | rag_chain | Kaynak sayfalar (0-based index): [235, 283]
2025-11-19 15:00:37 | DEBUG | rag_chain | RAG çalışma modu: hybrid, confidence: 0.342
2025-11-19 15:00:37 | DEBUG | rag_chain | Kaynak doküman sayısı: 1
2025-11-19 15:00:38 | DEBUG | rag_chain | Ana LLM cevabı alındı.
2025-11-19 15:00:39 | DEBUG | rag_chain | EN → TR çeviri tamamlandı.
2025-11-19 15:00:39 | DEBUG | rag_chain | Kapanış önerisi üretildi.
2025-11-19 15:00:39 | INFO | __main__ | Streamlit: cevap üretildi. mode=hybrid, confidence=0.342, source_count=3, source_docs=1
2025-11-19 15:01:14 | INFO | __main__ | Streamlit: yeni soru alındı.
2025-11-19 15:01:14 | DEBUG | rag_chain | Allowed_sources: ['Textbook-of-Plastic-and-Reconstructive-Surgery.pdf']
2025-11-19 15:01:14 | DEBUG | rag_chain | Soru Türkçe algılandı, İngilizceye çevriliyor...
2025-11-19 15:01:15 | DEBUG | rag_chain | TR → EN çeviri tamamlandı.
2025-11-19 15:01:15 | DEBUG | rag_chain | RAG için kullanılacak soru (EN): What is microvascular reconstruction? 

Microvascular reconstruction refers to a surgical technique that involves reconnecting small blood vessels, typically under a microscope, to restore blood flow to a damaged or resected tissue or organ. This complex procedure requires great skill and precision to ensure successful revascularization and minimize the risk of complications.
2025-11-19 15:01:15 | DEBUG | rag_chain | FAISS'ten 5 doküman döndü. Max skor (confidence): 0.323
2025-11-19 15:01:15 | DEBUG | rag_chain | Reranker: İlk FAISS sonuç sayısı: 5
2025-11-19 15:01:15 | DEBUG | rag_chain |   1. skor=2.875 (page=235)
2025-11-19 15:01:15 | DEBUG | rag_chain |   2. skor=1.916 (page=235)
2025-11-19 15:01:15 | DEBUG | rag_chain |   3. skor=-1.052 (page=283)
2025-11-19 15:01:15 | DEBUG | rag_chain | allowed_sources filtresi uygulandı. Önce: 3 doküman, sonra: 3 doküman.
2025-11-19 15:01:15 | DEBUG | rag_chain | Reranker sonrası kullanılan doküman sayısı: 3
2025-11-19 15:01:15 | DEBUG | rag_chain | Kaynak sayfalar (0-based index): [235, 283]
2025-11-19 15:01:15 | DEBUG | rag_chain | RAG çalışma modu: hybrid, confidence: 0.323
2025-11-19 15:01:15 | DEBUG | rag_chain | Kaynak doküman sayısı: 1
2025-11-19 15:01:16 | DEBUG | rag_chain | Ana LLM cevabı alındı.
2025-11-19 15:01:17 | DEBUG | rag_chain | EN → TR çeviri tamamlandı.
2025-11-19 15:01:17 | DEBUG | rag_chain | Kapanış önerisi üretildi.
2025-11-19 15:01:17 | INFO | __main__ | Streamlit: cevap üretildi. mode=hybrid, confidence=0.323, source_count=3, source_docs=1
2025-11-19 15:01:41 | INFO | __main__ | Streamlit: yeni soru alındı.
2025-11-19 15:01:41 | DEBUG | rag_chain | Allowed_sources: ['Textbook-of-Plastic-and-Reconstructive-Surgery.pdf']
2025-11-19 15:01:41 | DEBUG | rag_chain | Soru Türkçe algılandı, İngilizceye çevriliyor...
2025-11-19 15:01:42 | DEBUG | rag_chain | TR → EN çeviri tamamlandı.
2025-11-19 15:01:42 | DEBUG | rag_chain | RAG için kullanılacak soru (EN): What is microvascular reconstruction? 

Microvascular reconstruction refers to a surgical technique that involves reconnecting small blood vessels, typically under an operating microscope, to restore blood flow to a reattached or transplanted tissue. This procedure is often used in reconstructive surgery to salvage damaged or amputated limbs, as well as to transfer tissue from one part of the body to another.
2025-11-19 15:01:42 | DEBUG | rag_chain | FAISS'ten 5 doküman döndü. Max skor (confidence): 0.355
2025-11-19 15:01:42 | DEBUG | rag_chain | Reranker: İlk FAISS sonuç sayısı: 5
2025-11-19 15:01:42 | DEBUG | rag_chain |   1. skor=2.623 (page=235)
2025-11-19 15:01:42 | DEBUG | rag_chain |   2. skor=2.386 (page=235)
2025-11-19 15:01:42 | DEBUG | rag_chain |   3. skor=-0.919 (page=283)
2025-11-19 15:01:42 | DEBUG | rag_chain | allowed_sources filtresi uygulandı. Önce: 3 doküman, sonra: 3 doküman.
2025-11-19 15:01:42 | DEBUG | rag_chain | Reranker sonrası kullanılan doküman sayısı: 3
2025-11-19 15:01:42 | DEBUG | rag_chain | Kaynak sayfalar (0-based index): [235, 283]
2025-11-19 15:01:42 | DEBUG | rag_chain | RAG çalışma modu: hybrid, confidence: 0.355
2025-11-19 15:01:42 | DEBUG | rag_chain | Kaynak doküman sayısı: 1
2025-11-19 15:01:43 | DEBUG | rag_chain | Ana LLM cevabı alındı.
2025-11-19 15:01:44 | DEBUG | rag_chain | EN → TR çeviri tamamlandı.
2025-11-19 15:01:45 | DEBUG | rag_chain | Kapanış önerisi üretildi.
2025-11-19 15:01:45 | INFO | __main__ | Streamlit: cevap üretildi. mode=hybrid, confidence=0.355, source_count=3, source_docs=1
2025-11-19 15:01:58 | INFO | __main__ | Streamlit: yeni soru alındı.
2025-11-19 15:01:58 | DEBUG | rag_chain | Allowed_sources: ['Textbook-of-Plastic-and-Reconstructive-Surgery.pdf']
2025-11-19 15:01:58 | DEBUG | rag_chain | Soru Türkçe algılandı, İngilizceye çevriliyor...
2025-11-19 15:01:58 | DEBUG | rag_chain | TR → EN çeviri tamamlandı.
2025-11-19 15:01:58 | DEBUG | rag_chain | RAG için kullanılacak soru (EN): What is microvascular reconstruction and can you provide a brief explanation?
2025-11-19 15:01:58 | DEBUG | rag_chain | FAISS'ten 5 doküman döndü. Max skor (confidence): 0.325
2025-11-19 15:01:58 | DEBUG | rag_chain | Reranker: İlk FAISS sonuç sayısı: 5
2025-11-19 15:01:58 | DEBUG | rag_chain |   1. skor=0.795 (page=235)
2025-11-19 15:01:58 | DEBUG | rag_chain |   2. skor=-0.845 (page=235)
2025-11-19 15:01:58 | DEBUG | rag_chain |   3. skor=-7.254 (page=171)
2025-11-19 15:01:58 | DEBUG | rag_chain | allowed_sources filtresi uygulandı. Önce: 3 doküman, sonra: 3 doküman.
2025-11-19 15:01:58 | DEBUG | rag_chain | Reranker sonrası kullanılan doküman sayısı: 3
2025-11-19 15:01:58 | DEBUG | rag_chain | Kaynak sayfalar (0-based index): [171, 235]
2025-11-19 15:01:58 | DEBUG | rag_chain | RAG çalışma modu: hybrid, confidence: 0.325
2025-11-19 15:01:58 | DEBUG | rag_chain | Kaynak doküman sayısı: 1
2025-11-19 15:01:59 | DEBUG | rag_chain | Ana LLM cevabı alındı.
2025-11-19 15:02:00 | DEBUG | rag_chain | EN → TR çeviri tamamlandı.
2025-11-19 15:02:01 | DEBUG | rag_chain | Kapanış önerisi üretildi.
2025-11-19 15:02:01 | INFO | __main__ | Streamlit: cevap üretildi. mode=hybrid, confidence=0.325, source_count=3, source_docs=1
2025-11-19 15:10:46 | INFO | __main__ | Streamlit: yeni soru alındı.
2025-11-19 15:10:46 | DEBUG | rag_chain | Allowed_sources: ['Textbook-of-Plastic-and-Reconstructive-Surgery.pdf']
2025-11-19 15:10:46 | DEBUG | rag_chain | Soru Türkçe algılandı, İngilizceye çevriliyor...
2025-11-19 15:10:47 | DEBUG | rag_chain | TR → EN çeviri tamamlandı.
2025-11-19 15:10:47 | DEBUG | rag_chain | RAG için kullanılacak soru (EN): What are the fundamental anatomical differences between camptodactyly and clinodactyly, and how are the indications for surgical intervention determined in terms of treatment approach based on these differences?
2025-11-19 15:10:47 | DEBUG | rag_chain | FAISS'ten 5 doküman döndü. Max skor (confidence): 0.434
2025-11-19 15:10:47 | DEBUG | rag_chain | Reranker: İlk FAISS sonuç sayısı: 5
2025-11-19 15:10:47 | DEBUG | rag_chain |   1. skor=-1.298 (page=270)
